CUE Anexo|Jardín maternal|Inicial|Primaria|Secundaria|Secundaria Técnica (INET)|Superior no Universitario|Superior No Universitario (INET)
060178900|||||||
060179200|||||||
060179201|||||||
060179202|||||||
060179203|||||||
060179300|||X||||
060179400|||X||||
060179500|||X||||
060179600|||X||||
060179700|X|X|||||
060179800|||||||
060179900|||X||||
060180000|X|X|||||
060180100||X|||||
060180200|||X||||
060180300|||X||||
060180400|||X||||
060180500|||X||||
060180600|||X||||
060180700|||X||||
060180800||X|||||
060180900|X|X|||||
060181000|||X||||
060181100||X|||||
060181200|X|X|||||
060181300|||||||
060181400|||||||
060181500|||X||||
060181600|||||||
060181601|||||||
060181602|||||||
060181700||X|||||
060181800|||X||||
060181900|||||||
060182100|X|X|||||
060182200|||X||||
060182300||X|||||
060182400|||X||||
060182500|X|X|||||
060182700|||X||||
060182800|||X||||
060183100|||X||||
060183200|||X||||
060183300|||||||
060183400||X|||||
060183500||X|||||
060183600|||X||||
060183700|||X||||
060183800|X|X|||||
060183900|||X||||
060184000|||X||||
060184200||||X|X||
060184300||X|||||
060184400|||X||||
060184500|||X||||
060184600|||X||||
060184700|||X||||
060184800|||X||||
060184900|X|X|||||
060185000|X|X|||||
060185300|||X||||
060185500|||X||||
060185600|||X||||
060185700|X|X|||||
060185800|X|X|||||
060185900|X|X|||||
060186000|X|X|||||
060186100|X|X|||||
060186300|||X||||
060186400|||X||||
060186500|||X||||
060186700|||X||||
060186800|||X||||
060187100|||X||||
060187200|||X||||
060187300|||X||||
060187400||X|||||
060187600|||X||||
060187700|||X||||
060187800|||||||
060187801|||||||
060187900||X|||||
060188000||X|||||
060188100||X|||||
060188200|X|X|||||
060188400|||X||||
060188600|X|X|||||
060188700||||X|||
060188800||||||X|
060189000|||X||||
060189100|||X||||
060189200||X|||||
060189300||X|||||
060189400||||||X|
060189600|||||||
060189800|||X||||
060189900|||||||
060190000|||X||||
060190100|||X||||
060190200|||||||
060190300|||X||||
060190400|||X||||
060190500|||X||||
060190600||||X|X||
060190700||||X|||
060190900|||X||||
060191000|||X||||
060191100||X|||||
060191200|||X||||
060191300|||X||||
060191400|||X||||
060191500|||X||||
060191600|||X||||
060191700|||X||||
060191800|||X||||
060191900||||||X|
060192000||X|||||
060192100|X|X|||||
060192300||X|||||
060192500|||X||||
060192600||X|||||
060193000||X|||||
060193200||X|||||
060193300||X|||||
060193400|||X||||
060193500|||||||
060193501|||||||
060193600||X|||||
060193700||X|||||
060193800||X|||||
060193900|||X||||
060194000||X|||||
060194100|||X||||
060194200||X|||||
060194400||X|||||
060194500|||||||
060194502|||||||
060194600||X|||||
060194900||X|||||
060195000|||X||||
060195100||||||X|
060195200||X|||||
060195300||X|||||
060195400||X|X||||
060195500|X|X|||||
060195900|X|X|||||
060196000|||X||||
060196100||X|||||
060196200||X|||||
060196400|||X||||
060196700|||X||||
060196800||X|||||
060196900|X|X|||||
060197000|||||||
060197100|||X||||
060197200|||X||||
060197300||X|X||||
060197400|||X||||
060197500||X|X||||
060197700|||X||||
060197800||X|X||||
060197900||||X|||
060198000|||X||||
060198100||||X|||
060198200||X|||||
060198300|||X||||
060198400|||X||||
060198600|||X||||
060198700|||||||
060198800|||X||||
060198900|||X||||
060199000|X|X|||||
060199100|||X||||
060199200||||||X|
060199300||||X|||
060199400||||X|||
060199402||||X|||
060199500||||||X|X
060199600|||X||||
060199700|||X||||
060199800|||X||||
060199900|||X||||
060200000||||X|X||
060200100||||X|X||
060200200|X|X|||||
060200300|X|X|||||
060200400|X|X|||||
060200500|X|X|||||
060200600||X|||||
060200700|||X||||
060200800||||X|||
060200801||||X|||
060200900|X|X|||||
060201000|X|X|||||
060201100|X|X|||||
060201200|X|X|||||
060201300|||||||
060201400||X|||||
060201500||X|||||
060201600|X|X|X||||
060201800|||X||||
060201900|||X||||
060202000|||X||||
060202100|||X||||
060202200||X|||||
060202500|||||||
060202501|||||||
060202502|||||||
060202600||X|||||
060202700||X|||||
060202800||X|||||
060202900||X|||||
060203000||X|||||
060203100||X|||||
060203400|||X||||
060203500|||X||||
060203600|||X||||
060203700||X|||||
060203800|||X||||
060203900|||X||||
060204000|||X||||
060204100||X|||||
060204200|||X||||
060204300||X|||||
060204400||X|||||
060204500|X|X|||||
060204600|X|X|||||
060204800|||X||||
060204900||X|||||
060205200||X|||||
060205300||X|||||
060205500||X|||||
060205600||X|||||
060205700||X|||||
060205800||X|||||
060205900|||||||
060205901|||||||
060205902|||||||
060205903|||||||
060206000|||X||||
060206200||X|||||
060206300|X|X|||||
060206500||X|||||
060206700||X|||||
060206900||X|||||
060207000|||X||||
060207200|||X||||
060207300|||X||||
060207400||X|||||
060207500|||||||
060207600||X|||||
060207700||X|||||
060207800||X|||||
060207900|||||||
060207901|||||||
060207902|||||||
060208000||X|||||
060208100|X|X|||||
060208300|X|X|||||
060208400|||X||||
060208500|||X||||
060208600|||X||||
060208700|||X||||
060208800||||X|||
060209000|||X||||
060209200|||X||||
060209300|||X||||
060209400||X|||||
060209800|||X||||
060210000||X|||||
060210100|X|X|||||
060210200|||X||||
060210300|||X||||
060210400|||||||
060210500||X|||||
060210600|||X||||
060210700|||||||
060210701|||||||
060210702|||||||
060210703|||||||
060210800|X|X|||||
060210900|||X||||
060211300|||X||||
060211400|X|X|||||
060211500|X|X|||||
060211700|||X||||
060211800|||X||||
060212000||X|||||
060212100|||X||||
060212300||X|||||
060212400|X|X|||||
060212500||X|||||
060212600|||X||||
060212700||X|||||
060212800|||X||||
060212900|||||||
060212901|||||||
060213000||||X|||
060213100|||X||||
060213200|||X||||
060213300||X|||||
060213400||||X|||
060213500|X|X|||||
060213600|X|X|||||
060213800|||X||||
060213900|||X||||
060214000|||X||||
060214100|||X||||
060214200|||X||||
060214300|||X||||
060214400|||X||||
060214500|||X||||
060214600|||X||||
060214700|||X||||
060214800|||X||||
060214900|||X||||
060215000|||X||||
060215200|X|X|||||
060215300|||X||||
060215400|||||||
060215401|||||||
060215402|||||||
060215403|||||||
060215600|||||||
060215700|||X||||
060215800|||X||||
060215900|X|X|||||
060216000|||||||
060216100|X|X|||||
060216200|||X||||
060216300|||X||||
060216400|||X||||
060216700|||||||
060216800|X|X|||||
060216900|X|X|||||
060217000|||X||||
060217100|||X||||
060217200|||X||||
060217300||X|||||
060217400||X|||||
060217500|||X||||
060217600||X|X||||
060217800|X|X|X||||
060218000|||||||
060218100||||X|||
060218200|||X||||
060218300|||X||||
060218500|||X||||
060218600|X|X|||||
060218700|||X||||
060218800|||X||||
060218900|||X||||
060219000|||X||||
060219100|||X||||
060219200|||X||||
060219300|||X||||
060219400|||X||||
060219500|||X||||
060219600||X|||||
060219800||||X|||
060219900||X|||||
060220000|||X||||
060220100|||X||||
060220200|X|X|||||
060220300|X|X|||||
060220400|||X||||
060220500|||X||||
060220600|||X||||
060220700|||X||||
060221000|||X||||
060221100||X|||||
060221200|X|X|||||
060221300|||||||
060221301|||||||
060221302|||||||
060221400|||X||||
060221500|X|X|||||
060221600|||X||||
060221700|||X||||
060221800|||X||||
060221900|||X||||
060222000|||||||
060222200||X|||||
060222300|X|X|||||
060222400|||X||||
060222600||X|||||
060222700|||X||||
060222900||||X|X||
060223000||X|||||
060223100||X|||||
060223200|X|X|||||
060223300||X|||||
060223400|||X||||
060223500|||X||||
060223700|X|X|||||
060223800|X|X|||||
060223900||||X|||
060223901||||X|||
060223902||||X|||
060224100|||||||
060224101|||||||
060224300|||X||||
060224400|||X||||
060224500|||X||||
060224700|X|X|||||
060224800|X|X|||||
060224900|X|X|||||
060225000|||X||||
060225100||||X|||
060225200|||X||||
060225300|||X||||
060225400|||X||||
060225500|||X||||
060225600|X|X|||||
060225700|X|X|||||
060225800|||X||||
060225900||X|||||
060226000|X|X|||||
060226100|||X||||
060226200|||X||||
060226300|||X||||
060226400|||X||||
060226500|||X||||
060226600|||X||||
060226700|||X||||
060227000|||X||||
060227200|||X||||
060227400|||X||||
060227500|||X||||
060227600|||X||||
060227700|||X||||
060227900|||X||||
060228500|||X||||
060228600|||X||||
060228700|||X||||
060228900|||X||||
060229000||||||X|X
060229100||||X|||
060229200||||X|||
060229300||||X|||
060229400||X|X||||
060229500|X|X|X||||
060229600|X|X|X||||
060229800|||X||||
060230100|||X||||
060230200||||X|||
060230300|||X||||
060230400|||X||||
060230500|||||||
060230501|||||||
060230502|||||||
060230503|||||||
060230600||X|||||
060230900||X|||||
060231000||X|||||
060231100|X|X|||||
060231200|||X||||
060231300||X|||||
060231400||X|||||
060231500||||||X|
060231600||X|||||
060231700||X|||||
060231800|||X||||
060231900||X|||||
060232000||X|||||
060232100|||||||
060232200|X|X|||||
060232500|||X||||
060232600|||X||||
060232700|||X||||
060232800||X|||||
060232900|||X||||
060233000|||X||||
060233100|||X||||
060233200|||X||||
060233300||||X|X||
060233400|X|X|||||
060233500|||X||||
060233600|X|X|||||
060233700|||X||||
060233900||||||X|
060234100|||X||||
060234200|||X||||
060234400|||X||||
060234500|||X||||
060234600|||X||||
060234700|||X||||
060234800|||X||||
060234900|X|X|||||
060235000|X|X|||||
060235100|||X||||
060235200|||X||||
060235400|||X||||
060235500|||X||||
060235600|||X||||
060235800|||X||||
060235900|||X||||
060236000|||X||||
060236200|||X||||
060236300|||X||||
060236400|||X||||
060236500|||X||||
060236600|||X||||
060236700|||X||||
060236800|||X||||
060236900|||X||||
060237000|||X||||
060237100||||X|X||
060237300|X|X|||||
060237500|X|X|||||
060237600|||X||||
060237700||X|||||
060237800||X|||||
060237900|||X||||
060238000|||||||
060238100|||X||||
060238200||X|||||
060238300|||X||||
060238400||X|||||
060238500|||X||||
060238700|||X||||
060238800|X|X|||||
060238900||X|||||
060239000||X|X||||
060239100||X|||||
060239200|X|X|||||
060239400||X|||||
060239500|||||||
060239600|X|X|||||
060239700||X|X||||
060239800||X|X||||
060239900|X|X|||||
060240000||||X|||
060240100|||X||||
060240200|||X||||
060240300||X|||||
060240400|||X||||
060240500||X|||||
060240600|||X||||
060240700|||X||||
060240800|||X||||
060240900||X|||||
060241000||||X|||
060241100||X|X||||
060241200|||X||||
060241300||||X|||
060241400|||||||
060241500||X|||||
060241600||X|||||
060241700||X|||||
060241800||X|||||
060241900||X|||||
060242000||X|||||
060242100|||X||||
060242200|||X||||
060242300|||X||||
060242500||X|||||
060242600|||X||||
060242700|||X||||
060242800||X|||||
060242900||X|||||
060243000|X|X|||||
060243300||X|||||
060243400|||X||||
060243500|||X||||
060243600|||X||||
060243700||X|||||
060243800|||X||||
060243900|||X||||
060244000||X|||||
060244100|||X||||
060244200|||||||
060244203|||||||
060244300|||X||||
060244400|||||||
060244401|||||||
060244402|||||||
060244500|||||||
060244600||X|||||
060244800|||X||||
060244900||X|||||
060245100|||X||||
060245200|||X||||
060245300|||X||||
060245400|||X||||
060245500|||X||||
060245600|||X||||
060245700|||X||||
060245800|||X||||
060245900|X|X|||||
060246000|||X||||
060246100||X|||||
060246200|||X||||
060246300|||X||||
060246400||X|||||
060246500|||X||||
060246600|X|X|||||
060246700||X|||||
060246800||X|||||
060246900|||X||||
060247000|||X||||
060247100|||X||||
060247200|||X||||
060247400||X|||||
060247600|||X||||
060247700|||||||
060247800||X|||||
060247900|||||||
060248000|X|X|||||
060248100||X|||||
060248200||||X|||
060248300|||X||||
060248400|X|X|||||
060248500||X|||||
060248600|||||||
060248601|||||||
060248602|||||||
060248603|||||||
060248700||X|||||
060248900|||||||
060249100|||X||||
060249200|||X||||
060249300||||X|X||
060249400|||X||||
060249500|||X||||
060249600|||X||||
060249700|||X||||
060249800|||X||||
060249900|||X||||
060250000|||X||||
060250100|||X||||
060250200|||X||||
060250300|||X||||
060250400|||X||||
060250600|||X||||
060250700|||X||||
060250800|||X||||
060250900|||X||||
060251100|||X||||
060251200|||X||||
060251300|X|X|||||
060251400||X|||||
060251500|||X||||
060251600||||X|||
060251700|||||||
060251800||X|X||||
060251900|||X||||
060252000|X|X|||||
060252100||X|||||
060252200|||X||||
060252300||||X|||
060252400|||X||||
060252500|||X||||
060252600||X|X||||
060252800|||X||||
060252900||X|||||
060253000|||||||
060253001|||||||
060253100|||||||
060253101|||||||
060253102|||||||
060253200||X|||||
060253300|||X||||
060253400||X|||||
060253600||X|||||
060253700|||||||
060253701|||||||
060253702|||||||
060253703|||||||
060253800|||X||||
060253900|||X||||
060254200||X|||||
060254600||||||X|
060254700||||X|||
060254800|||X||||
060254900||||X|||
060255000|||X||||
060255200||X|||||
060255300|||X||||
060255400||||X|||
060255600|||X||||
060255700||X|||||
060255800||X|||||
060255900|X|X|||||
060256200||X|||||
060256300|||X||||
060256400||X|||||
060256500|||X||||
060256600||X|||||
060256700||||X|X||
060256800||X|||||
060256900||X|||||
060257100|X|X|||||
060257200||X|||||
060257300||X|||||
060257400|||||||
060257500|||X||||
060257600||X|||||
060257700|||X||||
060257900||X|||||
060258000|||X||||
060258100|||X||||
060258200|||X||||
060258300||X|||||
060258400|||X||||
060258500|||X||||
060258600||X|||||
060258700||X|||||
060258800||X|||||
060258900||X|||||
060259000|||X||||
060259100|||X||||
060259200||X|X||||
060259300||X|||||
060259400|||X||||
060259500|||||||
060259600||X|||||
060259700|||||||
060259800|||X||||
060259900|||X||||
060260000|||X||||
060260100|||X||||
060260200|||X||||
060260300|||X||||
060260400|||X||||
060260500|||X||||
060260600|||X||||
060260700||X|||||
060260800||X|||||
060260900||X|||||
060261000|||X||||
060261200||X|||||
060261400|||X||||
060261500|||X||||
060261600|||X||||
060261700|||||||
060261701|||||||
060261702|||||||
060261703|||||||
060261800||X|||||
060261900|||X||||
060262200|||||||
060262300|||||||
060262400||X|||||
060262500||X|||||
060262700|||||||
060262800|||X||||
060262900|X|X|X||||
060263100|||X||||
060263200||X|||||
060263300||X|||||
060263400|||||||
060263700|X|X|||||
060263800|||X||||
060263900|||X||||
060264000|||X||||
060264100|||X||||
060264200|||||||
060264300|||X||||
060264400|||X||||
060264500|||X||||
060264600|||X||||
060264700||X|||||
060264800|||X||||
060264900||X|||||
060265000|||X||||
060265100|||X||||
060265200|||X||||
060265300|||X||||
060265400|||||||
060265500|||||||
060265700|||X||||
060265800||||X|||
060265900||X|||||
060266000||||X|||
060266100|||||||
060266200||X|||||
060266400|||X||||
060266500|||||||
060266600|||X||||
060266800|||X||||
060266900|X|X|||||
060267000|||X||||
060267100||X|X||||
060267400|||X||||
060267500||X|X||||
060267600|||X||||
060267700||||X|||
060267800||X|||||
060267900|||X||||
060268000||X|||||
060268100|X|X|||||
060268200||X|X||||
060268300||X|X||||
060268500|X|X|||||
060268600||X|||||
060268800|X|X|||||
060268900|X|X|X||||
060269100||X|X||||
060269200||X|X||||
060269300|||X||||
060269400||||X|||
060269500||X|||||
060269600|||X||||
060269700|X|X|||||
060269800||||X|||
060269900|||X||||
060270000|X|X|||||
060270100||X|||||
060270200||||||X|X
060270300||X|||||
060270400|||||||
060270402|||||||
060270403|||||||
060270404|||||||
060270500||X|||||
060270600|||X||||
060270700|||X||||
060270800|X|X|||||
060270900||X|X||||
060271000||||||X|
060271100||||X|||
060271300||||X|||
060271500|||X||||
060271700|||X||||
060271900||X|||||
060272000|||X||||
060272100|||X||||
060272200|||X||||
060272300|||X||||
060272400||X|||||
060272500|||X||||
060272600||X|||||
060272700|||X||||
060272800||||X|||
060272900|||X||||
060273000|||||||
060273100|||||||
060273200||X|||||
060273300||X|||||
060273400||||||X|
060273500||X|||||
060273600||X|||||
060273700|||X||||
060273800|||X||||
060273900|||X||||
060274000|||X||||
060274300||X|||||
060274400||X|||||
060274500||X|||||
060274600|||X||||
060274700||X|||||
060274800|||X||||
060274900|||X||||
060275100|||X||||
060275200|||X||||
060275400|||X||||
060275500|X|X|||||
060275600|X|X|||||
060275700|||||||
060275800|||||||
060275900||X|||||
060276000||||X|||
060276200||X|||||
060276500|||X||||
060276700||X|||||
060276800|||||||
060276900|||X||||
060277000||X|||||
060277100|||X||||
060277200||X|||||
060277300||X|||||
060277400|||X||||
060277500|||X||||
060277600||X|||||
060277700|||X||||
060277800||X|||||
060277900||X|||||
060278000||X|||||
060278100||||X|||
060278200|||X||||
060278500||X|||||
060278600||||X|||
060278700||||X|||
060278900||X|||||
060279000||||X|||
060279100|||X||||
060279400||||X|||
060279500|||||||
060279600||X|X||||
060279900|||X||||
060280000|||X||||
060280200|||X||||
060280300|||X||||
060280500|||X||||
060280600|||X||||
060280700||||||X|
060280900||X|X||||
060281000|||||||
060281100||X|||||
060281200||X|||||
060281300||||X|||
060281400|||||||
060281500|||X||||
060281600||X|||||
060281700||||X|||
060281800||||X|||
060281900|||X||||
060282000||X|||||
060282100||X|||||
060282200||X|||||
060282300|||X||||
060282400|||X||||
060282500|||X||||
060282600||||X|||
060282700||||X|X||
060282800|X|X|||||
060282900||X|||||
060283000|X|X|||||
060283100||||||X|X
060283200||X|||||
060283300|X|X|||||
060283400||X|||||
060283500|||X||||
060283600||X|||||
060283700|||X||||
060283800|||||||
060283801|||||||
060283802|||||||
060283803|||||||
060283900||X|||||
060284000|||X||||
060284100||X|||||
060284200|||||||
060284300|||X||||
060284400||X|||||
060284500||X|||||
060284600||X|||||
060284700|||X||||
060284800||X|||||
060284900||X|||||
060285000|X|X|||||
060285100|||X||||
060285200|||X||||
060285300|||X||||
060285400|||X||||
060285500|X|X|||||
060285600||X|||||
060285700|||X||||
060285800||X|||||
060285900||X|||||
060286000|||X||||
060286100|||X||||
060286200||X|||||
060286300|||X||||
060286400|||X||||
060286500|||||||
060286600|||X||||
060286700|||||||
060286800|||X||||
060286900|X|X|||||
060287100|X|X|||||
060287200|||X||||
060287300|||X||||
060287400|||X||||
060287500||X|||||
060287600||X|||||
060287700||X|||||
060287800|||X||||
060287900|||X||||
060288000||X|||||
060288100|||X||||
060288200|||||||
060288300|||||||
060288400|||||||
060288500|||X||||
060288600|||X||||
060288700|||||||
060288800|||||||
060288900||X|||||
060289200||X|||||
060289300|||X||||
060289400||X|||||
060289500||X|||||
060289600||X|||||
060289700||X|X||||
060289800|||||||
060290000||||X|||
060290100||||X|X||
060290200||X|X||||
060290300|||X||||
060290400||X|X||||
060290500||||X|||
060290600|||X||||
060290700|||||||
060290800||||X|||
060290900|||X||||
060291000||||||X|
060291100||X|||||
060291200||||||X|
060291300||X|||||
060291400|||||||
060291401|||||||
060291402|||||||
060291403|||||||
060291600||X|||||
060291700||X|||||
060291800||||X|||
060291900|||X||||
060292000|||X||||
060292200|||X||||
060292300|||X||||
060292400|||X||||
060292500||X|X||||
060292600||X|X||||
060292700||X|||||
060292800||X|||||
060293000|||||||
060293100|||X||||
060293200|||X||||
060293300||X|||||
060293400|||X||||
